FighterId,Fighter Name,age,FirstName,LastName,Nickname,WeightClass,BirthDate,Height,Weight,Reach,Wins,Losses,Draws,NoContests,TechnicalKnockouts,TechnicalKnockoutLosses,Submissions,SubmissionLosses,TitleWins,TitleLosses,TitleDraws,CareerStats.SigStrikesLandedPerMinute,CareerStats.SigStrikeAccuracy,CareerStats.TakedownAverage,CareerStats.SubmissionAverage,CareerStats.KnockoutPercentage,CareerStats.TechnicalKnockoutPercentage,CareerStats.DecisionPercentage
140000317,Kyle Prepolec,31.0,Kyle,Prepolec,Killshot,Welterweight,1989-08-30,70.0,155.0,70.0,12.0,7.0,0.0,0.0,11.0,0.0,7.0,5.0,0.0,0.0,0.0,7.6,53.9,0.0,0.0,0.0,0.0,0.0
140000319,Vince Morales,30.0,Vince,Morales,Vandetta,Bantamweight,1990-11-12,67.0,136.0,70.0,10.0,5.0,0.0,0.0,12.0,2.0,5.0,5.0,0.0,0.0,0.0,10.5,62.5,0.5,0.0,0.0,0.0,20.6
140000321,Andrew Sanchez,33.0,Andrew,Sanchez,El Dirte,Middleweight,1988-04-08,73.0,185.0,74.0,13.0,6.0,0.0,0.0,11.0,10.0,5.0,0.0,5.0,2.0,0.0,10.7,66.2,4.6,0.0,12.5,12.5,32.5
140000322,Marc-Andre Barriault,31.0,Marc-Andre,Barriault,Power Bar,Middleweight,1990-02-18,73.0,185.0,74.0,12.0,4.0,0.0,1.0,14.0,0.0,0.0,0.0,7.0,0.0,0.0,12.8,80.4,1.0,0.0,14.0,14.0,0.0
140000323,Walt Harris,38.0,Walt,Harris,The Big Ticket,Heavyweight,1983-06-10,77.0,264.0,77.0,13.0,10.0,0.0,1.0,20.0,12.0,0.0,2.0,0.0,0.0,0.0,7.3,63.9,0.7,0.3,38.6,38.6,0.0
140000324,Serghei Spivac,26.0,Serghei,Spivac,Polar Bear,Heavyweight,1995-01-24,75.0,242.0,78.0,13.0,2.0,0.0,0.0,12.0,2.0,14.0,0.0,0.0,0.0,0.0,9.2,98.0,6.7,0.6,10.3,10.3,20.6
140000325,Merab Dvalishvili,30.0,Merab,Dvalishvili,The Machine,Bantamweight,1991-01-10,66.0,135.0,68.0,13.0,4.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,9.6,88.0,11.4,0.9,0.0,0.0,54.5
140000326,Brad Katona,29.0,Brad,Katona,Superman,Bantamweight,1991-12-19,66.0,135.0,64.5,9.0,2.0,0.0,0.0,2.0,0.0,7.0,0.0,2.0,0.0,0.0,7.9,80.2,3.0,0.0,0.0,0.0,28.1
140000328,Shane Burgos,30.0,Shane,Burgos,Hurricane,Featherweight,1991-03-19,71.0,146.0,75.5,13.0,3.0,0.0,0.0,12.0,5.0,12.0,0.0,0.0,0.0,0.0,11.3,83.0,0.6,0.3,19.3,19.3,29.0
140000330,Elias Theodorou,33.0,Elias,Theodorou,The Spartan,Middleweight,1988-05-31,73.0,185.0,75.5,17.0,3.0,0.0,0.0,12.0,0.0,5.0,0.0,2.0,0.0,0.0,10.0,79.4,3.0,0.0,16.3,16.3,48.8
140000331,Al Iaquinta,34.0,Al,Iaquinta,Raging,Lightweight,1987-04-30,70.0,155.0,70.0,14.0,6.0,1.0,0.0,11.0,0.0,2.0,7.0,2.0,7.0,0.0,9.7,64.4,1.5,0.6,29.4,29.4,36.8
140000335,Carlos Huachin,25.0,Carlos,Huachin,Perro Malo,Bantamweight,1996-06-06,65.0,135.0,67.0,10.0,5.0,1.0,0.0,12.0,2.0,5.0,0.0,0.0,0.0,0.0,5.0,33.2,0.0,0.0,0.0,0.0,0.0
140000337,BJ Penn,42.0,BJ,Penn,The Prodigy,Featherweight,1978-12-13,69.0,155.0,70.0,16.0,14.0,2.0,0.0,11.0,10.0,14.0,2.0,12.0,12.0,2.0,6.6,100.3,2.8,1.2,29.0,29.0,14.5
140000338,Clay Guida,39.0,Clay,Guida,The Carpenter,Lightweight,1981-12-08,67.0,155.0,70.0,36.0,17.0,0.0,0.0,14.0,5.0,22.0,12.0,2.0,2.0,0.0,5.8,75.6,8.0,1.6,9.0,9.0,35.0
140000342,Rogerio Nogueira,45.0,Rogerio,Nogueira,Minotouro,Light Heavyweight,1976-06-02,74.0,205.0,75.0,23.0,10.0,0.0,0.0,12.0,10.0,14.0,0.0,0.0,0.0,0.0,5.7,53.7,1.6,2.0,37.4,37.4,32.7
140000343,Ryan Spann,29.0,Ryan,Spann,Superman,Light Heavyweight,1991-08-24,77.0,206.0,79.0,19.0,6.0,0.0,0.0,12.0,7.0,17.0,2.0,2.0,5.0,0.0,8.5,71.7,4.1,4.1,12.4,12.4,12.4
140000346,Laureano Staropoli,28.0,Laureano,Staropoli,Pepi,Welterweight,1993-02-27,73.0,185.0,71.5,9.0,4.0,0.0,0.0,12.0,2.0,5.0,0.0,0.0,0.0,0.0,8.7,55.6,1.9,0.0,0.0,0.0,23.7
140000347,Alexander Volkanovski,32.0,Alexander,Volkanovski,The Great,Featherweight,1988-09-29,66.0,145.0,71.0,22.0,1.0,0.0,0.0,17.0,2.0,7.0,0.0,5.0,0.0,2.0,14.4,89.5,5.0,0.8,20.1,20.1,40.3
140000348,Jared Cannonier,37.0,Jared,Cannonier,The Killa Gorilla,Middleweight,1984-03-16,71.0,185.0,77.5,13.0,5.0,0.0,0.0,14.0,5.0,5.0,0.0,0.0,0.0,0.0,8.8,87.6,0.4,0.0,42.9,42.9,13.3
140000354,Ed Herman,40.0,Ed,Herman,Short Fuse,Light Heavyweight,1980-10-02,73.0,205.0,77.0,27.0,15.0,0.0,1.0,11.0,7.0,23.0,14.0,0.0,2.0,0.0,7.8,94.6,5.0,2.6,14.4,14.4,14.4
140000355,Patrick Cummins,40.0,Patrick,Cummins,Durkin,Light Heavyweight,1980-11-16,74.0,205.0,76.5,10.0,7.0,0.0,0.0,10.0,12.0,5.0,2.0,0.0,0.0,0.0,10.2,90.3,10.7,0.3,27.3,27.3,36.3
140000356,Michael Trizano,29.0,Michael,Trizano,The Lone Wolf,Featherweight,1991-12-31,71.0,146.0,71.0,10.0,1.0,0.0,0.0,5.0,0.0,5.0,2.0,2.0,0.0,0.0,7.7,96.9,0.7,2.1,0.0,0.0,42.1
140000357,Michel Pereira,27.0,Michel,Pereira,Demolidor,Welterweight,1993-10-06,73.0,170.0,73.0,26.0,11.0,0.0,2.0,15.0,2.0,11.0,2.0,0.0,0.0,0.0,10.1,91.0,4.8,1.9,6.1,6.1,12.2
140000358,Charles Jourdain,25.0,Charles,Jourdain,Air,Featherweight,1995-11-27,69.0,145.0,69.0,11.0,3.0,1.0,0.0,12.0,0.0,7.0,0.0,0.0,0.0,0.0,11.4,75.3,0.0,1.5,20.6,20.6,0.0
140000361,Davi Ramos,34.0,Davi,Ramos,Tasmanian Devil,Lightweight,1986-11-05,66.0,155.0,70.0,10.0,4.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,6.3,58.3,4.6,1.4,0.0,0.0,11.0
140000362,Austin Hubbard,29.0,Austin,Hubbard,Thud,Lightweight,1991-12-22,70.0,156.0,71.0,13.0,5.0,0.0,0.0,10.0,0.0,7.0,5.0,2.0,0.0,0.0,8.7,88.6,1.9,0.0,0.0,0.0,17.2
140000363,Derrick Krantz,33.0,Derrick,Krantz,D-Rock,Welterweight,1988-01-13,70.0,170.0,72.0,24.0,12.0,0.0,0.0,15.0,7.0,17.0,12.0,5.0,7.0,0.0,4.9,58.5,7.6,1.9,0.0,0.0,0.0
140000366,Antonio Carlos Junior,31.0,Antonio,Carlos Junior,Shoeface,Middleweight,1990-03-16,74.0,205.0,79.0,11.0,5.0,0.0,2.0,0.0,2.0,14.0,0.0,2.0,0.0,0.0,4.6,86.0,8.2,1.9,0.0,0.0,18.2
140000367,Ian Heinisch,33.0,Ian,Heinisch,The Hurricane,Middleweight,1988-08-05,71.0,185.0,72.0,14.0,5.0,0.0,0.0,12.0,2.0,5.0,2.0,2.0,2.0,0.0,7.7,90.7,2.4,1.6,16.3,16.3,16.3
140000369,Kevin Lee,28.0,Kevin,Lee,The Motown Phenom,Lightweight,1992-09-04,69.0,155.0,77.0,18.0,6.0,0.0,0.0,7.0,2.0,12.0,7.0,0.0,2.0,0.0,9.3,79.2,7.7,2.0,12.9,12.9,25.7
140000370,Danilo Belluardo,27.0,Danilo,Belluardo,Caterpillar,Lightweight,1994-07-21,72.0,155.0,74.5,12.0,5.0,0.0,0.0,14.0,12.0,7.0,0.0,0.0,0.0,0.0,3.6,95.6,8.3,0.0,0.0,0.0,0.0
140000371,Devin Clark,31.0,Devin,Clark,Brown Bear,Light Heavyweight,1990-04-12,72.0,205.0,75.0,12.0,5.0,0.0,0.0,7.0,5.0,2.0,7.0,2.0,0.0,0.0,7.9,88.5,6.4,0.3,0.0,0.0,54.5
140000375,Nick Hein,37.0,Nick,Hein,Sergeant,Lightweight,1984-04-24,66.0,155.0,66.5,14.0,5.0,0.0,0.0,2.0,5.0,10.0,2.0,0.0,0.0,0.0,6.3,54.1,2.1,0.0,0.0,0.0,30.9
140000376,Frank Camacho,32.0,Frank,Camacho,The Crank,Lightweight,1989-05-18,70.0,155.0,73.0,22.0,9.0,0.0,0.0,26.0,12.0,5.0,5.0,0.0,0.0,0.0,10.3,81.0,2.8,0.0,7.7,7.7,7.7
140000377,Leonardo Santos,41.0,Leonardo,Santos,Nenhum,Lightweight,1980-02-05,72.0,155.0,75.0,18.0,5.0,1.0,0.0,7.0,5.0,14.0,0.0,2.0,0.0,0.0,6.3,85.3,2.6,0.7,12.9,12.9,19.3
140000378,Stevie Ray,31.0,Stevie,Ray,Braveheart,Lightweight,1990-03-25,70.0,155.0,70.0,23.0,9.0,0.0,0.0,14.0,5.0,12.0,10.0,5.0,2.0,0.0,8.9,69.4,1.8,1.5,14.9,14.9,24.1
140000381,Sergey Khandozhko,29.0,Sergey,Khandozhko,Honda,Welterweight,1992-05-19,73.0,170.0,74.0,27.0,6.0,1.0,0.0,19.0,2.0,11.0,5.0,0.0,0.0,0.0,6.7,103.5,1.2,0.0,0.0,0.0,7.0
140000383,Jo Sungbin,29.0,Jo,Sungbin,Korean Falcon,Featherweight,1992-07-17,71.0,145.0,72.0,9.0,2.0,0.0,0.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,3.3,51.5,2.4,2.4,0.0,0.0,0.0
140000384,Christos Giagos,31.0,Christos,Giagos,The Spartan,Lightweight,1990-01-23,70.0,156.0,71.5,19.0,8.0,0.0,0.0,11.0,2.0,10.0,10.0,2.0,0.0,0.0,7.0,77.7,8.1,1.1,0.0,0.0,17.2
140000385,Makwan Amirkhani,32.0,Makwan,Amirkhani,Mr. Finland,Featherweight,1988-11-08,70.0,146.0,72.0,16.0,6.0,0.0,0.0,2.0,2.0,17.0,2.0,0.0,0.0,0.0,3.3,79.2,8.6,2.7,10.8,10.8,14.0
140000386,Jimi Manuwa,41.0,Jimi,Manuwa,Poster Boy,Light Heavyweight,1980-02-18,73.0,205.0,79.5,17.0,6.0,0.0,0.0,23.0,12.0,2.0,0.0,0.0,0.0,0.0,8.2,83.7,1.3,0.9,20.1,20.1,10.4
140000388,Alexander Gustafsson,34.0,Alexander,Gustafsson,The Mauler,Light Heavyweight,1987-01-15,77.0,240.0,79.0,18.0,7.0,0.0,0.0,17.0,5.0,7.0,7.0,0.0,7.0,0.0,9.6,62.7,3.7,1.0,30.9,30.9,18.5
140000392,Darren Stewart,30.0,Darren,Stewart,The Dentist,Middleweight,1990-12-30,72.0,205.0,74.0,12.0,7.0,0.0,2.0,11.0,0.0,2.0,5.0,0.0,0.0,0.0,7.1,81.4,3.7,0.3,14.7,14.7,14.7
140000395,Ricardo Lamas,39.0,Ricardo,Lamas,The Bully,Featherweight,1982-05-21,68.0,145.0,71.0,20.0,8.0,0.0,0.0,14.0,12.0,12.0,0.0,0.0,2.0,0.0,7.5,73.1,4.4,2.3,27.6,27.6,38.6
140000396,Calvin Kattar,33.0,Calvin,Kattar,The Boston Finisher,Featherweight,1988-03-26,71.0,145.0,72.0,22.0,5.0,0.0,0.0,17.0,0.0,5.0,2.0,0.0,0.0,0.0,12.1,69.0,0.9,0.0,22.9,22.9,11.4
140000400,Tai Tuivasa,28.0,Tai,Tuivasa,Bam Bam,Heavyweight,1993-03-16,74.0,263.0,75.0,13.0,3.0,0.0,0.0,19.0,2.0,0.0,2.0,0.0,0.0,0.0,10.7,81.2,0.0,0.0,48.2,48.2,14.9
140000401,Tony Ferguson,37.0,Tony,Ferguson,El Cucuy,Lightweight,1984-02-12,71.0,156.0,76.5,26.0,6.0,0.0,0.0,19.0,2.0,14.0,2.0,5.0,2.0,0.0,12.3,74.5,1.0,2.7,14.5,14.5,19.3
140000405,Yorgan De Castro,34.0,Yorgan,De Castro,The Mad Titan,Heavyweight,1986-12-19,72.0,261.0,74.0,6.0,3.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,5.9,85.1,0.0,0.0,34.3,34.3,0.0
140000407,Bill Algeo,32.0,Bill,Algeo,Senor Perfecto,Featherweight,1989-06-09,72.0,146.0,73.0,14.0,6.0,0.0,0.0,7.0,0.0,14.0,5.0,10.0,0.0,0.0,15.2,93.3,1.2,0.0,0.0,0.0,11.9
140000410,Jamie Pickett,32.0,Jamie,Pickett,The Night Wolf,Middleweight,1988-08-29,74.0,186.0,80.0,11.0,6.0,0.0,0.0,14.0,2.0,0.0,5.0,0.0,0.0,0.0,6.8,87.7,3.4,0.9,14.0,14.0,0.0
140000411,Punahele Soriano,28.0,Punahele,Soriano,Puna,Middleweight,1992-11-22,71.0,185.0,72.5,8.0,1.0,0.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,10.6,77.9,3.8,0.0,34.3,34.3,17.2
140000412,Eric Spicely,34.0,Eric,Spicely,Zebrinha,Middleweight,1986-09-29,73.0,185.0,73.0,12.0,7.0,0.0,0.0,10.0,10.0,14.0,5.0,0.0,0.0,0.0,8.8,69.8,3.1,2.3,0.0,0.0,0.0
140000414,Matt Wiman,37.0,Matt,Wiman,Handsome,Lightweight,1983-09-19,70.0,155.0,68.0,16.0,10.0,0.0,0.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,7.6,77.3,5.1,3.7,11.9,11.9,29.7
140000417,Alessio Di Chirico,31.0,Alessio,Di Chirico,Manzo,Middleweight,1989-12-12,72.0,185.0,74.0,13.0,5.0,0.0,0.0,14.0,0.0,10.0,2.0,0.0,0.0,0.0,7.9,70.8,3.9,0.0,17.2,17.2,17.2
140000418,Anderson Dos Santos,36.0,Anderson,Dos Santos,Berinja,Featherweight,1985-07-24,65.0,135.0,70.0,21.0,9.0,0.0,0.0,12.0,10.0,19.0,5.0,2.0,0.0,0.0,6.4,48.7,2.3,1.5,0.0,0.0,0.0
140000419,Andre Ewell,33.0,Andre,Ewell,Mr. Highlight,Bantamweight,1988-01-21,68.0,135.0,75.0,17.0,8.0,0.0,0.0,11.0,5.0,10.0,7.0,2.0,0.0,0.0,10.4,65.6,0.6,0.3,0.0,0.0,24.7
140000420,Randy Brown,31.0,Randy,Brown,Rudeboy,Welterweight,1990-07-08,75.0,171.0,78.0,13.0,4.0,0.0,0.0,14.0,5.0,12.0,2.0,0.0,0.0,0.0,8.9,81.1,2.3,1.7,18.2,18.2,18.2
140000421,Chan Sung Jung,34.0,Chan Sung,Jung,The Korean Zombie,Featherweight,1987-03-17,67.0,146.0,72.0,17.0,6.0,0.0,0.0,14.0,7.0,12.0,0.0,0.0,2.0,0.0,9.7,77.4,2.0,1.7,26.9,26.9,10.4
140000422,Victor Reyna,35.0,Victor,Reyna,Kelevra,Welterweight,1986-08-05,71.0,170.0,74.0,11.0,5.0,0.0,1.0,11.0,2.0,2.0,5.0,0.0,0.0,0.0,13.8,98.1,0.0,0.0,0.0,0.0,0.0
140000423,Miguel Baeza,28.0,Miguel,Baeza,Caramel Thunder,Welterweight,1992-08-23,74.0,170.0,74.5,10.0,1.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,12.6,78.8,1.4,2.1,28.1,28.1,14.0
140000424,Miles Johns,27.0,Miles,Johns,Chapo,Bantamweight,1994-03-30,67.0,136.0,66.0,12.0,1.0,0.0,0.0,10.0,2.0,5.0,0.0,2.0,0.0,0.0,9.6,91.6,2.4,0.0,23.7,23.7,23.7
140000426,Michael Lombardo,31.0,Michael,Lombardo,The Don,Welterweight,1990-04-03,72.0,170.0,72.0,11.0,2.0,0.0,1.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,3.5,97.1,6.0,0.0,0.0,0.0,0.0
140000428,Zach Zane,31.0,Zach,Zane,God's Warrior,Featherweight,1989-12-14,70.0,145.0,69.0,14.0,9.0,0.0,0.0,7.0,2.0,15.0,12.0,0.0,0.0,0.0,2.1,87.3,0.0,0.0,0.0,0.0,0.0
140000429,Justin Gonzales,30.0,Justin,Gonzales,J-Train,Featherweight,1991-04-28,70.0,145.0,72.0,12.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,2.0,0.0,0.0,10.3,123.5,21.6,0.0,0.0,0.0,0.0
140000431,Alton Cunningham,28.0,Alton,Cunningham,The Bo-Man,Light Heavyweight,1993-06-19,74.0,205.0,77.0,7.0,2.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,7.9,117.3,4.0,0.0,0.0,0.0,0.0
140000433,Dequan Townsend,35.0,Dequan,Townsend,The Tarantula,Middleweight,1986-05-11,75.0,185.0,79.0,21.0,12.0,0.0,0.0,19.0,5.0,12.0,2.0,0.0,0.0,0.0,2.9,53.9,0.0,0.0,0.0,0.0,0.0
140000434,Dalcha Lungiambula,34.0,Dalcha,Lungiambula,Champion,Middleweight,1987-07-31,68.0,186.0,76.0,11.0,2.0,0.0,0.0,12.0,2.0,2.0,2.0,0.0,0.0,0.0,4.3,85.0,6.7,0.0,11.9,11.9,11.9
140000435,Jared Gordon,32.0,Jared,Gordon,Flash,Featherweight,1988-09-06,69.0,150.0,68.0,17.0,4.0,0.0,0.0,14.0,10.0,5.0,0.0,0.0,2.0,0.0,13.2,87.1,6.7,0.0,11.3,11.3,29.4
140000437,Vinc Pichel,38.0,Vinc,Pichel,From Hell,Lightweight,1982-11-23,70.0,155.0,72.0,13.0,2.0,0.0,0.0,12.0,2.0,0.0,2.0,0.0,0.0,0.0,7.6,88.3,9.1,0.8,10.3,10.3,51.5
140000440,Song Yadong,23.0,Song,Yadong,The Terminator,Bantamweight,1997-12-02,68.0,135.0,67.0,17.0,5.0,1.0,1.0,14.0,2.0,7.0,0.0,0.0,0.0,0.0,11.7,74.1,1.2,0.8,12.9,12.9,19.3
140000442,Nohelin Hernandez,27.0,Nohelin,Hernandez,Suave,Bantamweight,1994-03-01,70.0,135.0,71.0,10.0,4.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,3.1,52.7,1.7,0.0,0.0,0.0,0.0
140000443,Gilbert Melendez,39.0,Gilbert,Melendez,El Nino,Lightweight,1982-04-12,69.0,145.0,73.0,22.0,8.0,0.0,0.0,19.0,0.0,0.0,2.0,15.0,7.0,0.0,8.2,51.3,3.9,0.5,41.2,41.2,46.3
140000444,Michael Chiesa,33.0,Michael,Chiesa,Maverick,Welterweight,1987-12-07,73.0,170.0,75.5,18.0,5.0,0.0,0.0,0.0,2.0,17.0,10.0,2.0,0.0,0.0,4.5,87.0,8.6,2.6,0.0,0.0,33.6
140000449,Jonathan Pearce,29.0,Jonathan,Pearce,JSP,Lightweight,1992-05-01,72.0,146.0,71.0,10.0,4.0,0.0,0.0,12.0,2.0,2.0,5.0,0.0,0.0,0.0,13.6,95.9,14.1,1.6,22.1,22.1,0.0
140000450,Maki Pitolo,30.0,Maki,Pitolo,Coconut Bombz,Middleweight,1990-11-24,70.0,185.0,75.0,13.0,8.0,0.0,0.0,11.0,5.0,7.0,10.0,2.0,2.0,0.0,10.0,68.4,5.8,1.3,11.3,11.3,0.0
140000451,Justin Sumter,31.0,Justin,Sumter,The Fort,Middleweight,1989-11-10,74.0,185.0,80.0,7.0,4.0,0.0,0.0,5.0,7.0,7.0,2.0,0.0,0.0,0.0,6.4,74.5,6.8,0.0,0.0,0.0,0.0
140000456,Jesse Wallace,28.0,Jesse,Wallace,Jesse,Lightweight,1992-11-17,70.0,155.0,69.5,9.0,3.0,0.0,0.0,5.0,0.0,11.0,2.0,0.0,0.0,0.0,1.2,44.1,0.0,0.0,0.0,0.0,0.0
140000460,Darren Elkins,37.0,Darren,Elkins,The Damage,Featherweight,1984-05-16,70.0,146.0,71.0,27.0,9.0,0.0,0.0,15.0,7.0,12.0,2.0,0.0,0.0,0.0,8.2,85.4,6.4,2.7,17.2,17.2,42.9
140000461,Ryan Hall,36.0,Ryan,Hall,The Wizard,Featherweight,1985-02-22,70.0,145.0,70.5,8.0,2.0,0.0,0.0,5.0,2.0,7.0,0.0,2.0,0.0,0.0,5.5,95.4,0.7,2.1,0.0,0.0,46.3
140000464,Mike Rodriguez,32.0,Mike,Rodriguez,Slo Mike,Light Heavyweight,1988-11-28,76.0,205.0,82.5,11.0,6.0,0.0,1.0,14.0,2.0,5.0,7.0,0.0,0.0,0.0,11.0,92.4,0.0,0.0,17.2,17.2,0.0
140000466,Cezar Ferreira,36.0,Cezar,Ferreira,Mutante,Middleweight,1985-02-15,73.0,205.0,78.0,14.0,9.0,0.0,0.0,10.0,10.0,10.0,0.0,2.0,0.0,0.0,4.5,86.4,6.4,1.1,0.0,0.0,44.1
140000467,Marvin Vettori,27.0,Marvin,Vettori,The Italian Dream,Middleweight,1993-09-20,72.0,185.0,74.0,17.0,5.0,1.0,0.0,5.0,0.0,14.0,0.0,0.0,2.0,0.0,9.2,81.3,5.3,1.6,0.0,0.0,33.6
140000468,Wellington Turman,25.0,Wellington,Turman,The Prodigy,Middleweight,1996-07-22,72.0,185.0,72.0,16.0,5.0,0.0,0.0,10.0,5.0,11.0,0.0,0.0,0.0,0.0,5.8,78.1,5.5,1.8,0.0,0.0,11.3
140000470,Urijah Faber,42.0,Urijah,Faber,The California Kid,Bantamweight,1979-05-14,66.0,135.0,67.0,35.0,11.0,0.0,0.0,15.0,10.0,26.0,0.0,22.0,12.0,0.0,6.3,62.9,3.7,2.0,10.1,10.1,16.8
140000472,Brendan Allen,25.0,Brendan,Allen,All In,Middleweight,1995-12-28,74.0,185.0,75.0,17.0,4.0,0.0,0.0,12.0,2.0,14.0,2.0,5.0,5.0,0.0,9.8,88.9,3.1,3.7,11.3,11.3,14.7
140000474,Lance Lawrence,28.0,Lance,Lawrence,The Tornado,Featherweight,1993-06-26,72.0,145.0,74.0,5.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,14.0,77.2,2.4,0.0,0.0,0.0,0.0
140000475,Kevin Syler,28.0,Kevin,Syler,El Nino Bala,Lightweight,1993-07-29,69.0,155.0,71.5,10.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,13.4,107.2,2.4,4.8,0.0,0.0,0.0
140000476,Don'Tale Mayes,29.0,Don'Tale,Mayes,Lord Kong,Heavyweight,1992-01-16,78.0,262.0,81.0,8.0,4.0,0.0,0.0,10.0,2.0,2.0,5.0,0.0,0.0,0.0,9.8,69.5,0.5,0.0,0.0,0.0,12.9
140000477,Ricardo Prasel,31.0,Ricardo,Prasel,Alemao,Heavyweight,1990-06-02,79.0,242.0,78.0,10.0,2.0,0.0,0.0,5.0,2.0,12.0,0.0,0.0,0.0,0.0,5.3,89.4,0.0,0.0,0.0,0.0,0.0
140000478,Armando Villarreal,32.0,Armando,Villarreal,La Lumbre,Bantamweight,1989-08-08,67.0,135.0,66.5,5.0,2.0,0.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,7.7,85.8,7.7,0.0,0.0,0.0,0.0
140000479,Ode' Osbourne,29.0,Ode',Osbourne,The Jamaican Sensation,Bantamweight,1992-01-09,67.0,125.0,73.0,9.0,4.0,0.0,1.0,10.0,2.0,10.0,5.0,0.0,0.0,0.0,9.8,89.5,2.8,2.8,11.0,11.0,0.0
140000482,Domingo Pilarte,31.0,Domingo,Pilarte,Son of Fire,Bantamweight,1990-01-05,72.0,135.0,74.0,8.0,2.0,0.0,1.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,4.9,77.2,4.8,3.2,0.0,0.0,0.0
140000486,Francisco Trinaldo,42.0,Francisco,Trinaldo,Massaranduba,Lightweight,1978-08-24,69.0,170.0,70.0,26.0,8.0,0.0,0.0,14.0,0.0,12.0,7.0,0.0,0.0,0.0,7.3,75.7,2.5,1.3,18.2,18.2,40.9
140000487,Dan Hooker,31.0,Dan,Hooker,The Hangman,Lightweight,1990-02-13,72.0,155.0,75.0,20.0,10.0,0.0,0.0,15.0,5.0,11.0,5.0,0.0,0.0,0.0,11.8,74.3,1.7,0.6,30.9,30.9,10.3
140000489,Kamuela Kirk,27.0,Kamuela,Kirk,The Jawaiian,Featherweight,1994-04-13,70.0,145.0,75.0,12.0,4.0,0.0,0.0,12.0,2.0,14.0,0.0,0.0,0.0,0.0,7.8,101.7,2.8,4.2,0.0,0.0,14.9
140000491,Jamahal Hill,30.0,Jamahal,Hill,Sweet Dreams,Light Heavyweight,1991-05-19,76.0,205.0,79.0,8.0,1.0,0.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,11.6,80.9,0.0,0.0,30.9,30.9,15.4
140000494,Terrance McKinney,26.0,Terrance,McKinney,T. Wrecks,Featherweight,1994-09-15,70.0,155.0,73.5,11.0,3.0,0.0,0.0,12.0,5.0,14.0,2.0,0.0,0.0,0.0,4.1,91.9,10.3,0.0,11.0,11.0,0.0
140000495,Sean Woodson,29.0,Sean,Woodson,The Sniper,Featherweight,1992-06-07,74.0,145.0,78.0,8.0,1.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,12.6,81.0,0.0,1.5,17.2,17.2,34.3
140000496,Jordan Williams,30.0,Jordan,Williams,Bomaye,Middleweight,1990-10-13,73.0,170.0,75.5,9.0,5.0,0.0,1.0,11.0,5.0,2.0,2.0,0.0,0.0,0.0,14.2,90.5,2.9,0.0,10.3,10.3,0.0
140000498,Erik Koch,32.0,Erik,Koch,The Phoenix,Lightweight,1988-10-04,70.0,170.0,71.5,16.0,6.0,0.0,0.0,10.0,5.0,12.0,0.0,0.0,0.0,0.0,5.6,65.5,2.4,2.4,21.1,21.1,21.1
140000499,Gavin Tucker,35.0,Gavin,Tucker,Guv'Nor,Featherweight,1986-06-17,66.0,146.0,66.0,13.0,2.0,0.0,0.0,10.0,2.0,14.0,0.0,0.0,0.0,0.0,10.5,75.3,7.1,3.6,0.0,0.0,20.6
140000500,Hakeem Dawodu,30.0,Hakeem,Dawodu,Mean,Featherweight,1991-07-02,68.0,145.0,73.5,12.0,2.0,1.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,11.3,75.9,0.0,0.0,10.3,10.3,41.2
140000501,Yoshinori Horie,26.0,Yoshinori,Horie,Rising Star,Featherweight,1995-05-10,68.0,145.0,70.0,8.0,2.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,6.6,76.2,0.0,0.0,0.0,0.0,0.0
140000502,Olivier Aubin-Mercier,32.0,Olivier,Aubin-Mercier,The Canadian Gangster,Lightweight,1989-02-23,70.0,155.0,71.0,12.0,5.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,2.0,0.0,5.9,94.1,5.6,1.2,14.9,14.9,19.3
140000504,Frankie Edgar,39.0,Frankie,Edgar,The Answer,Featherweight,1981-10-16,66.0,135.0,68.0,23.0,9.0,1.0,0.0,14.0,7.0,10.0,0.0,7.0,12.0,2.0,8.8,72.4,5.4,0.8,18.7,18.7,51.5
